Date,Open,High,Low,Close,Adj Close,Volume
2000-05-02,6.913440,6.947250,6.778210,6.828920,1.391037,3496364
2000-05-03,6.828920,6.828920,6.609180,6.676790,1.360049,6992728
2000-05-04,6.592280,6.795120,6.592280,6.795120,1.384152,22723409
2000-05-05,6.795120,6.795120,6.795120,6.795120,1.384152,0
2000-05-08,6.778210,6.812020,6.642990,6.778210,1.380708,11258174
2000-05-09,6.735950,6.795120,6.642990,6.693700,1.750981,88894025
2000-05-10,6.710600,6.710600,6.592280,6.642990,1.737716,26858703
2000-05-11,6.727500,6.778210,6.651440,6.676790,1.746557,15363888
2000-05-12,6.710600,6.964150,6.710600,6.964150,1.821727,13500344
2000-05-15,7.048660,7.048660,6.845830,7.014860,1.834992,7513338
2000-05-16,7.065570,7.133180,6.997960,7.116280,1.861522,12411797
2000-05-17,7.014860,7.065570,6.862730,6.955700,1.819516,12086416
2000-05-18,6.947250,6.964150,6.871180,6.930340,1.812883,5933762
2000-05-19,6.930340,6.930340,6.727500,6.769760,1.770877,28006410
2000-05-22,6.761310,6.761310,6.592280,6.659890,1.742137,16505679
2000-05-23,6.676790,6.752860,6.592280,6.626080,1.733293,11494815
2000-05-24,6.642990,6.761310,6.533120,6.710600,1.755402,30751440
2000-05-25,6.761310,6.947250,6.727500,6.761310,1.768667,15854917
2000-05-26,6.761310,6.828920,6.693700,6.820470,1.784142,10317528
2000-05-29,6.786660,6.828920,6.761310,6.803570,1.779721,10128216
2000-05-30,6.812020,6.997960,6.812020,6.981050,1.826148,20942689
2000-05-31,6.930340,7.065570,6.795120,6.812020,1.781932,17866362
2000-06-01,6.795120,6.828920,6.676790,6.812020,1.781932,40015918
2000-06-02,6.812020,7.268410,6.812020,7.268410,1.901317,38483670
2000-06-05,7.209250,7.234600,7.065570,7.074020,1.850467,13908549
2000-06-06,7.074020,7.074020,7.074020,7.074020,1.850467,0
2000-06-07,6.685240,6.727500,6.592280,6.642990,1.737716,25480272
2000-06-08,6.659890,6.795120,6.634530,6.761310,1.768667,19652998
2000-06-09,6.879630,6.888080,6.752860,6.820470,1.784142,19694410
2000-06-12,6.845830,6.964150,6.761310,6.964150,1.821727,17091364
2000-06-13,6.930340,7.065570,6.913440,7.065570,1.848257,16576671
2000-06-14,7.057120,7.234600,7.040210,7.217700,1.888052,17120944
2000-06-15,7.251500,7.251500,7.065570,7.099370,1.857099,11796532
2000-06-16,7.183890,7.336020,7.133180,7.251500,1.896894,21185246
2000-06-19,7.200790,7.200790,7.107830,7.133180,1.865943,12311225
2000-06-20,7.082470,7.133180,6.981050,7.014860,1.834992,12275729
2000-06-21,7.040210,7.166990,7.040210,7.166990,1.874787,21800511
2000-06-22,7.183890,7.285310,7.133180,7.183890,1.879208,12376301
2000-06-23,7.268410,7.268410,7.065570,7.158540,1.872576,11565807
2000-06-26,7.158540,7.268410,7.158540,7.268410,1.901317,25693248
2000-06-27,7.251500,7.352920,7.217700,7.352920,1.923424,19250709
2000-06-28,7.327570,7.505050,7.327570,7.437440,1.945533,23291347
2000-06-29,7.403630,7.775510,7.352920,7.775510,2.033968,20469408
2000-06-30,7.690990,7.809310,7.690990,7.800860,2.040599,20670553
2000-07-03,8.113570,8.198090,7.860020,7.952990,2.080394,25391532
2000-07-04,7.961440,8.291060,7.944540,8.282600,2.166615,70382817
2000-07-05,8.113570,8.147380,7.986800,7.995250,2.091449,16700907
2000-07-06,7.944540,8.029050,7.893830,8.029050,2.100290,7838718
2000-07-07,8.029050,8.198090,7.986800,8.164280,2.135665,30449724
2000-07-10,8.164280,8.265700,8.164280,8.214990,2.148930,7690818
2000-07-11,8.206540,8.206540,7.978350,8.105120,2.120189,21682191
2000-07-12,8.113570,8.198090,8.079760,8.189640,2.142298,12157409
2000-07-13,8.164280,8.164280,8.062860,8.062860,2.109134,31218805
2000-07-14,8.079760,8.147380,8.029050,8.096670,2.117979,15594613
2000-07-17,8.029050,8.045960,7.902280,7.944540,2.078183,28810988
2000-07-18,7.927640,7.927640,7.876930,7.910730,2.069339,13896717
2000-07-19,7.860020,7.868470,7.674090,7.690990,2.011858,34502193
2000-07-20,7.758600,7.809310,7.623380,7.775510,2.033968,13612748
2000-07-21,7.775510,7.775510,7.572670,7.606470,1.989749,18511208
2000-07-24,7.589570,7.606470,7.521960,7.572670,1.980907,12967902
2000-07-25,7.690990,7.690990,7.572670,7.606470,1.989749,16138886
2000-07-26,7.606470,7.606470,7.538860,7.555760,1.976484,10388520
2000-07-27,7.555760,7.564210,7.454340,7.454340,1.949954,9021921
2000-07-28,7.437440,7.471250,7.319120,7.344470,1.921213,9867911
2000-07-31,7.336020,7.420540,7.336020,7.420540,1.941112,11335083
2000-08-01,7.420540,7.521960,7.336020,7.336020,1.919003,7649406
2000-08-02,7.386730,7.437440,7.302210,7.302210,1.910159,10311612
2000-08-03,7.268410,7.352920,7.217700,7.352920,1.923424,10737565
2000-08-04,7.310670,7.336020,7.268410,7.327570,1.916792,8181847
2000-08-07,7.352920,7.403630,7.285310,7.285310,1.905738,8649212
2000-08-08,7.285310,7.285310,7.285310,7.285310,1.905738,0
2000-08-09,7.268410,7.285310,7.166990,7.183890,1.879208,7069637
2000-08-10,7.183890,7.200790,7.150080,7.200790,1.883629,4265446
2000-08-11,7.150080,7.488150,7.150080,7.445890,1.947743,12086416
2000-08-14,7.454340,7.538860,7.420540,7.538860,1.972063,5442733
2000-08-15,7.538860,7.538860,7.386730,7.437440,1.945533,13376107
2000-08-16,7.471250,7.505050,7.437440,7.437440,1.945533,7022309
2000-08-17,7.445890,7.505050,7.445890,7.505050,1.963219,8542724
2000-08-18,7.496600,7.505050,7.420540,7.437440,1.945533,5430901
2000-08-21,7.378280,7.378280,7.319120,7.319120,1.914582,5235672
2000-08-22,7.285310,7.319120,7.217700,7.319120,1.914582,6685096
2000-08-23,7.217700,7.285310,7.209250,7.268410,1.901317,9986231
2000-08-24,7.243050,7.268410,7.200790,7.217700,1.888052,9317722
2000-08-25,7.251500,7.268410,7.065570,7.065570,1.848257,22859478
2000-08-28,7.082470,7.166990,7.074020,7.099370,1.857099,4880711
2000-08-29,7.099370,7.133180,7.048660,7.099370,1.857099,7838718
2000-08-30,7.099370,7.251500,7.099370,7.217700,1.888052,13926297
2000-08-31,7.268410,7.352920,7.268410,7.302210,1.910159,17860446
2000-09-01,7.369830,7.369830,7.200790,7.251500,1.896894,30449724
2000-09-04,7.251500,7.378280,7.217700,7.352920,1.923424,3165067
2000-09-05,7.268410,7.513500,7.268410,7.513500,1.965429,10761229
2000-09-06,7.521960,7.631830,7.386730,7.437440,1.945533,8388908
2000-09-07,7.555760,7.555760,7.302210,7.336020,1.919003,6608188
2000-09-08,7.310670,7.437440,7.268410,7.428990,1.943323,6170403
2000-09-11,7.352920,7.521960,7.352920,7.420540,1.941112,4715063
2000-09-12,7.369830,7.488150,7.336020,7.437440,1.945533,6720592
2000-09-13,7.437440,7.505050,7.386730,7.454340,1.949954,12423629
2000-09-14,7.521960,7.623380,7.521960,7.623380,1.994172,10879550
2000-09-15,7.572670,7.589570,7.505050,7.547310,1.974274,6004754
2000-09-18,7.521960,7.555760,7.437440,7.454340,1.949954,9116577
2000-09-19,7.437440,7.445890,7.251500,7.285310,1.905738,14588890
2000-09-20,7.319120,7.319120,7.150080,7.183890,1.879208,12488705
2000-09-21,7.200790,7.200790,6.997960,7.048660,1.843833,12429545
2000-09-22,6.972600,7.065570,6.845830,7.057120,1.846047,14724959
2000-09-25,7.099370,7.166990,7.048660,7.133180,1.865943,5064108
2000-09-26,7.133180,7.133180,6.913440,6.913440,1.808462,6803416
2000-09-27,6.871180,6.913440,6.676790,6.693700,1.750981,5513725
2000-09-28,6.693700,6.795120,6.592280,6.710600,1.755402,6974980
2000-09-29,6.676790,6.710600,6.389440,6.423240,1.680232,25823401
2000-10-02,6.423240,6.583820,6.423240,6.558470,1.715606,10110468
2000-10-03,6.592280,6.744410,6.592280,6.642990,1.737716,9779171
2000-10-04,6.693700,6.862730,6.693700,6.862730,1.795197,12110080
2000-10-05,6.862730,6.862730,6.862730,6.862730,1.795197,0
2000-10-06,6.964150,6.989500,6.769760,6.820470,1.784142,4082050
2000-10-09,6.761310,6.778210,6.659890,6.727500,1.759822,6821164
2000-10-10,6.710600,6.710600,6.558470,6.575370,1.720027,8826693
2000-10-11,6.507760,6.507760,6.423240,6.490860,1.697921,10045392
2000-10-12,6.490860,6.524660,6.389440,6.524660,1.706762,7122881
2000-10-13,6.558470,6.609180,6.541570,6.558470,1.715606,12683934
2000-10-16,6.575370,6.575370,6.490860,6.507760,1.702342,1999613
2000-10-17,6.431700,6.524660,6.296470,6.524660,1.706762,7655322
2000-10-18,6.490860,6.541570,6.347180,6.507760,1.702342,12494621
2000-10-19,6.490860,6.592280,6.338730,6.524660,1.706762,14849195
2000-10-20,6.524660,6.524660,6.423240,6.423240,1.680232,11447487
2000-10-23,6.490860,6.490860,6.355630,6.372530,1.666967,3312968
2000-10-24,6.372530,6.372530,6.372530,6.372530,1.666967,0
2000-10-25,6.499310,6.541570,6.406340,6.414790,1.678022,10707985
2000-10-26,6.423240,6.541570,6.423240,6.541570,1.711185,13458932
2000-10-27,6.558470,6.693700,6.507760,6.642990,1.737716,15754345
2000-10-30,6.651440,6.710600,6.626080,6.710600,1.755402,18854336
2000-10-31,6.693700,6.828920,6.693700,6.795120,1.777511,18765596
2000-11-01,6.761310,6.913440,6.710600,6.896540,1.804041,8057611
2000-11-02,6.896540,6.896540,6.896540,6.896540,1.804041,0
2000-11-03,6.896540,6.896540,6.685240,6.710600,1.755402,21191162
2000-11-06,6.727500,6.727500,6.609180,6.642990,1.737716,10027644
2000-11-07,6.642990,6.693700,6.575370,6.676790,1.746557,16884304
2000-11-08,6.659890,6.693700,6.592280,6.592280,1.724451,8223259
2000-11-09,6.558470,6.642990,6.533120,6.642990,1.737716,16724571
2000-11-10,6.592280,6.609180,6.507760,6.507760,1.702342,5324413
2000-11-13,6.507760,6.507760,6.338730,6.338730,1.658126,11252258
2000-11-14,6.338730,6.338730,6.338730,6.338730,1.658126,0
2000-11-15,6.592280,6.727500,6.592280,6.727500,1.759822,12624774
2000-11-16,6.727500,6.837370,6.693700,6.702150,1.753191,7797306
2000-11-17,6.702150,6.879630,6.693700,6.862730,1.795197,10642909
2000-11-20,6.862730,6.862730,6.862730,6.862730,1.795197,0
2000-11-21,6.710600,6.795120,6.676790,6.761310,1.768667,4377850
2000-11-22,6.685240,6.685240,6.516210,6.566920,1.717817,13287367
2000-11-23,6.524660,6.609180,6.507760,6.592280,1.724451,1573660
2000-11-24,6.592280,6.609180,6.575370,6.609180,1.728871,3662013
2000-11-27,6.659890,6.659890,6.473950,6.507760,1.702342,6424791
2000-11-28,6.507760,6.507760,6.406340,6.406340,1.675811,10832221
2000-11-29,6.406340,6.431700,6.321820,6.338730,1.658126,10258368
2000-11-30,6.254210,6.304920,6.135890,6.262660,1.638227,21327230
2000-12-01,6.262660,6.262660,6.262660,6.262660,1.638227,0
2000-12-04,6.220400,6.220400,6.000660,6.000660,1.569691,20504904
2000-12-05,6.085180,6.220400,6.085180,6.169690,1.613907,14571142
2000-12-06,6.228860,6.254210,6.186600,6.254210,1.636016,5075940
2000-12-07,6.237310,6.296470,6.169690,6.195050,1.620541,3898653
2000-12-08,6.254210,6.296470,6.186600,6.245760,1.633806,5850938
2000-12-11,6.338730,6.338730,6.271110,6.304920,1.649281,1662400
2000-12-12,6.304920,6.304920,6.304920,6.304920,1.649281,0
2000-12-13,6.237310,6.321820,6.203500,6.304920,1.649281,9731843
2000-12-14,6.254210,6.254210,6.186600,6.237310,1.631595,6691012
2000-12-15,6.118980,6.118980,5.949950,5.992210,1.567481,14630302
2000-12-18,5.992210,6.000660,5.865440,5.873890,1.536530,7164293
2000-12-19,5.856980,6.710600,5.730210,5.797820,1.516631,23238103
2000-12-20,5.764020,5.764020,5.493560,5.628790,1.472415,19546510
2000-12-21,5.611890,5.780920,5.561180,5.780920,1.512210,6318303
2000-12-22,5.916150,5.916150,5.747110,5.831630,1.525475,25669584
2000-12-25,null,null,null,null,null,null
2000-12-26,5.848530,5.848530,5.764020,5.780920,1.512210,2674038
2000-12-27,5.780920,5.797820,5.747110,5.772470,1.510000,4170790
2000-12-28,5.780920,5.882340,5.704850,5.848530,1.529896,10773061
2000-12-29,5.747110,5.882340,5.747110,5.873890,1.536530,12394049
2001-01-01,5.873890,5.873890,5.873890,5.873890,1.536530,0
2001-01-02,5.882340,5.916150,5.840080,5.916150,1.547584,2145318
2001-01-03,5.916150,6.085180,5.831630,6.051370,1.582956,22710518
2001-01-04,6.169690,6.254210,6.135890,6.254210,1.636016,19549586
2001-01-05,6.203500,6.237310,6.169690,6.186600,1.618330,7488490
2001-01-08,6.051370,6.254210,6.051370,6.254210,1.636016,6638797
2001-01-09,6.220400,6.364080,6.220400,6.347180,1.660336,11851586
2001-01-10,6.338730,6.533120,6.321820,6.524660,1.706762,32157931
2001-01-11,6.507760,6.761310,6.507760,6.727500,1.759822,80469745
2001-01-12,6.727500,6.879630,6.719050,6.752860,1.766456,11235398
2001-01-15,6.761310,6.761310,6.702150,6.702150,1.753191,5517772
2001-01-16,6.710600,6.845830,6.710600,6.727500,1.759822,17252576
2001-01-17,6.778210,6.828920,6.600730,6.727500,1.759822,10755094
2001-01-18,6.735950,6.752860,6.592280,6.626080,1.733293,9342906
2001-01-19,6.659890,6.727500,6.440150,6.550020,1.713396,15243645
2001-01-22,6.626080,6.626080,6.550020,6.592280,1.724451,5765298
2001-01-23,6.761310,6.896540,6.710600,6.896540,1.804041,22540267
2001-01-24,6.913440,7.248120,6.913440,7.014860,1.834992,26165808
2001-01-25,6.981050,6.981050,6.828920,6.930340,1.812883,10894618
2001-01-26,6.930340,7.048660,6.879630,7.011480,1.834108,3348464
2001-01-29,7.011480,7.011480,6.823850,6.845830,1.790776,3336040
2001-01-30,6.845830,7.014860,6.845830,6.906680,1.806693,9256047
2001-01-31,6.964150,7.065570,6.930340,7.014860,1.834992,17485601
2001-02-01,7.001340,7.065570,6.964150,7.048660,1.843833,7688464
2001-02-02,7.014860,7.019930,6.930340,6.930340,1.812883,5698305
2001-02-05,null,null,null,null,null,null
2001-02-06,6.930340,6.930340,6.862730,6.879630,1.799618,1766545
2001-02-07,6.828920,6.832300,6.727500,6.735950,1.762033,11827413
2001-02-08,6.761310,6.779900,6.642990,6.685240,1.748768,7310182
2001-02-09,6.659890,6.702150,6.659890,6.683550,1.748326,5902691
2001-02-12,6.685240,6.930340,6.683550,6.828920,1.786352,6323373
2001-02-13,6.849210,6.913440,6.812020,6.820470,1.784142,5529113
2001-02-14,6.803570,6.930340,6.693700,6.896540,1.804041,7122650
2001-02-15,7.014860,7.014860,6.964150,6.991190,1.828800,2302619
2001-02-16,6.896540,6.930340,6.744410,6.930340,1.812883,11322115
2001-02-19,6.910060,6.910060,6.795120,6.861040,1.794755,1908589
2001-02-20,6.795120,6.795120,6.717360,6.727500,1.759822,3948993
2001-02-21,6.735950,6.930340,6.541570,6.573680,1.719585,28341262
2001-02-22,6.558470,6.761310,6.533120,6.761310,1.768667,28782668
2001-02-23,6.693700,6.734260,6.575370,6.693700,1.750981,17654752
2001-02-26,6.693700,6.862730,6.676790,6.862730,1.795197,19375117
2001-02-27,6.886390,6.964150,6.837370,6.879630,1.799618,43126333
2001-02-28,6.884700,6.913440,6.845830,6.876250,1.798733,13916518
2001-03-01,6.871180,7.048660,6.828920,7.014860,1.834992,21976542
2001-03-02,7.025000,7.268410,6.997960,7.268410,1.901317,18550508
2001-03-05,7.302210,7.486460,7.268410,7.471250,1.954378,14577638
2001-03-06,7.488150,7.564210,7.466180,7.479700,1.956588,16426659
2001-03-07,7.471250,7.606470,7.437440,7.606470,1.989749,16466308
2001-03-08,7.589570,7.663940,7.589570,7.648730,2.000803,13686426
2001-03-09,7.572670,7.572670,7.484770,7.505050,1.963219,6413551
2001-03-12,7.505050,7.505050,7.302210,7.336020,1.919003,8372934
2001-03-13,7.511810,7.511810,7.183890,7.287000,1.906180,37972740
2001-03-14,7.511810,7.511810,7.183890,7.287000,1.906180,5422660
2001-03-15,7.131490,7.133180,7.097680,7.117970,1.861964,6917997
2001-03-16,7.097680,7.352920,7.090920,7.268410,1.901317,4667741
2001-03-19,7.319120,7.352920,7.217700,7.352920,1.923424,12092599
2001-03-20,7.319120,7.369830,7.268410,7.268410,1.901317,7920815
2001-03-21,7.268410,7.268410,7.268410,7.268410,1.901317,0
2001-03-22,7.183890,7.183890,6.896540,6.947250,1.817306,13341806
2001-03-23,7.031760,7.031760,6.710600,6.795120,1.777511,6733743
2001-03-26,6.798500,6.845830,6.744410,6.756240,1.767340,6639282
2001-03-27,6.761310,6.845830,6.744410,6.822160,1.784584,8129987
2001-03-28,6.763000,6.788350,6.744410,6.756240,1.767340,7695379
2001-03-29,6.756240,6.778210,6.685240,6.757930,1.767782,147358417
2001-03-30,6.752860,6.896540,6.744410,6.877940,1.799175,14009322
2001-04-02,6.930340,7.082470,6.911750,6.970910,1.823495,8011436
2001-04-03,7.004720,7.004720,6.678480,6.710600,1.755402,8330523
2001-04-04,6.702150,6.761310,6.634530,6.707220,1.754517,8936050
2001-04-05,6.761310,6.964150,6.761310,6.910060,1.807578,11160075
2001-04-06,6.825540,6.862730,6.778210,6.839060,1.789005,6107693
2001-04-09,6.845830,6.845830,6.727500,6.727500,1.759822,13537023
2001-04-10,6.761310,6.997960,6.761310,6.901610,1.805367,12630063
2001-04-11,6.962460,6.964150,6.904990,6.954010,1.819074,2278062
2001-04-12,6.954010,6.954010,6.954010,6.954010,1.819074,0
2001-04-13,6.954010,6.954010,6.954010,6.954010,1.819074,0
2001-04-16,7.062190,7.133180,6.955700,6.972600,1.823937,5383987
2001-04-17,6.999650,7.063880,6.982740,7.013170,1.834550,10176431
2001-04-18,7.048660,7.285310,7.048660,7.104450,1.858427,15511670
2001-04-19,7.216010,7.268410,7.151770,7.153470,1.871251,12865449
2001-04-20,7.183890,7.251500,7.166990,7.227840,1.890705,7528163
2001-04-23,7.209250,7.209250,6.972600,7.018240,1.835876,14726899
2001-04-24,6.930340,6.964150,6.786660,6.805260,1.780163,15825456
2001-04-25,6.795120,6.930340,6.795120,6.921890,1.810672,7551455
2001-04-26,6.930340,7.200790,6.930340,7.185580,1.879650,11163080
2001-04-27,7.199100,7.302210,7.182200,7.200790,1.883629,7164624
2001-04-30,7.202480,7.336020,7.166990,7.271790,1.902202,5322490
2001-05-01,7.271790,7.271790,7.271790,7.271790,1.902202,0
2001-05-02,7.271790,7.271790,7.271790,7.271790,1.902202,19508056
2001-05-03,7.437440,7.491530,7.403630,7.491530,1.959682,6926209
2001-05-04,7.437440,7.538860,7.435750,7.515200,1.965874,5392648
2001-05-07,7.327570,7.327570,7.268410,7.271790,2.501299,17311398
2001-05-08,7.271790,7.271790,7.119660,7.182200,2.470482,11821190
2001-05-09,7.182200,7.182200,7.182200,7.182200,2.470482,40536924
2001-05-10,7.151770,7.268410,7.151770,7.253190,2.494901,20197686
2001-05-11,7.319120,7.320810,7.200790,7.212630,2.480949,10113662
2001-05-14,7.200790,7.202480,7.166990,7.200790,2.476877,6698430
2001-05-15,7.192340,7.217700,7.166990,7.166990,2.465250,9341238
2001-05-16,7.165300,7.175440,7.099370,7.166990,2.465250,14505327
2001-05-17,7.268410,7.352920,7.268410,7.329260,2.521067,37706543
2001-05-18,7.336020,7.538860,7.336020,7.520270,2.586769,39324064
2001-05-21,7.520270,7.641970,7.488150,7.635210,2.626305,26391202
2001-05-22,7.648730,7.946230,7.648730,7.919180,2.723984,35412668
2001-05-23,7.919180,8.384020,7.843120,8.363740,2.876900,65963141
2001-05-24,8.394170,8.434730,8.132160,8.177800,2.812942,80664725
2001-05-25,8.147380,8.282600,8.113570,8.264010,2.842596,19589502
2001-05-28,8.265700,8.299510,8.181180,8.264010,2.842596,2901757
2001-05-29,8.299510,8.299510,8.165970,8.213300,2.825153,30931488
2001-05-30,8.213300,8.213300,8.213300,8.213300,2.825153,13051289
2001-05-31,8.181180,8.231890,8.164280,8.176110,2.812361,22238089
2001-06-01,8.198090,8.206540,7.991870,8.008770,2.754800,74136824
2001-06-04,7.944540,8.008770,7.910730,7.993560,2.749568,7561464
2001-06-05,7.993560,8.012150,7.893830,7.905660,2.719333,21007416
2001-06-06,7.910730,8.071310,7.843120,8.042580,2.766429,22485142
2001-06-07,7.978350,8.165970,7.978350,8.116950,2.792011,17888890
2001-06-08,8.116950,8.144000,8.062860,8.113570,2.790848,16144098
2001-06-11,8.096670,8.113570,7.946230,8.051030,2.769337,7678495
2001-06-12,8.051030,8.079760,7.986800,8.079760,2.779218,8914800
2001-06-13,8.079760,8.184560,8.079760,8.113570,2.790848,29104588
2001-06-14,8.079760,8.140620,8.076380,8.122020,2.793755,22075990
2001-06-15,8.113570,8.113570,7.851570,7.971580,2.742008,20430090
2001-06-18,7.961440,7.963130,7.741700,7.755220,2.667585,12101437
2001-06-19,7.792410,7.800860,7.589570,7.601400,2.614676,24060772
2001-06-20,7.604780,7.800860,7.604780,7.745080,2.664098,18294906
2001-06-21,7.745080,7.868470,7.707890,7.849880,2.700146,31193704
2001-06-22,7.876930,7.910730,7.843120,7.843120,2.697821,18873268
2001-06-25,7.843120,7.944540,7.843120,7.924250,2.725728,7414570
2001-06-26,7.893830,8.054410,7.893830,8.034130,2.763523,16715165
2001-06-27,8.045960,8.115260,7.995250,8.079760,2.779218,19425900
2001-06-28,8.113570,8.157520,8.037510,8.064550,2.773987,123600108
